Source,Target,Dialogues,Type,Time in Movie,Start Time Code,End Time Code,Time Duration
Anger,,"Anger: Look, we have no core memories. You want Riley to be happy? Let’s get back to Minnesota and make more.",,,,,
Sadness,,"Sadness: Joy, if we hurry we can still stop her.",,,,,
Joy,,Joy: Family Island. Let’s go! [as they start running towards Family Island the ground starts shaking],,,,,
Sadness,,Sadness: Joy. Joy! It’s too dangerous. We won’t make it in time.,,,,,
Joy,,Joy: But that’s our only way back!,,,,,
#N/A,,[the ground shakes again and Joy notices a memory orb being shot through the recall tube],,,,,
Joy,,Joy: A recall tube!,,,,,
Sadness,,Sadness: We can get recalled!,,,,,
#N/A,,[as they try to get into the recall tube Sadness accidentally touches the core memory orbs in Joy’s bag],,,,,
Joy,,"Joy: Whoa, whoa! Sadness. Sadness! Stop! You’re hurting Riley.",,,,,
Sadness,,"Sadness: No, no, no. I did it again.",,,,,
Joy,,"Joy: If you get in here, these core memories will get sad. I'm sorry, Riley needs to be happy.",,,,,
Sadness,,Sadness: Joy?,,,,,
#N/A,,"[Joy gets into the recall tube, closes it and gets headed towards headquarters but as Family Island collapses this causes the tube to break and Joy ends up in Abyss and as Bing-Bong attempts to help her he also falls]",,,,,
Sadness,,Sadness: Joy!,,,,,
#N/A,,[inside the Abyss Bing-Bong finds Joy attempting to climb up the cliff multiple times but failing],,,,,
Bing Bong,,"Bing Bong: Joy. Joy, what’re you doing? Will you stop it, please. Don’t you get it, Joy! We’re stuck down here! We’re forgotten.",,,,,
#N/A,,[Realizing this makes puts Joy on the verge of tears. She picks up some forgotten core memory orbs'],,,,,
Joy,,Joy: Do you remember how she used to stick her tongue out when she was coloring? I could listen to her stories all day. I just wanted Riley to be happy. And now...,,,,,
#N/A,,"[Sobbing, Joy picks up a memory orb that Sadness had told her she liked in which Riley lost a Hockey Game for the team and felt awful is being comforted by her parents]",,,,,
Sadness,,"Sadness: [voice-over] It was the day the Prairie dogs lost the big playoff game. Riley missed the winning shot, she felt awful. She wanted to quit.",,,,,
Joy,,Joy: Sadness. Mom and Dad. The team. They came to help because of sadness. We have to get back up there.,,,,,
Bing Bong,,"Bing Bong: Joy, we’re stuck down here. We might as well be on another planet.",,,,,
Joy,,Joy: Another planet. [Joy has an idea and begins to sing to call on Bing-Bong’s rocket that was dumped down there earlier] Who’s your friend who likes to play? Who’s your friend who likes to play?,,,,,
Bing Bong,,"Bing Bong: His rocket makes you yell Hooray! [they finally hear Rocket respond and run toward it] Who’s the best in every way, and wants to sing this song to say. Who’s your friend who likes to play? Bing-Bong. Bing-Bong. His rocket makes you yell Hooray! [Joy and Bing-Bong use Rocket to launch themselves up but fail as they are too heavy, Bing-Bong also sees his arms turning to dust as he’s being forgotten] Come on Joy, one more time. I got a feeling on this one. [they get into Rocket and start singing again] Louder! Louder! Joy, sing louder! [as they launch up Bing-Bong, at the last minute, leaps off as Joy sings]",,,,,
Joy,,"Joy: We’re gonna make it! [Joy finally reaches the cliff and lands on top] Woo-hoo! Bing-Bong, we did it! [she turns and sees that Bing-Bong is not there] We… Bing-Bong? Bing-Bong! [Joy looks down the cliff to see Bing-Bong is still in the Abyss]",,,,,
Bing Bong,,Bing Bong: You made it! Go! Go save Riley! [Joy watches in horror and tears up as Bing-Bong slowly starts to disappear] Take her to the moon for me. Okay? [Bing-Bong waves goodbye as he completely disappears],,,,,
Joy,,"Joy: I’ll try, Bing Bong. I promise.",,,,,
#N/A,,[back in the real world Riley’s mom and dad come home to find Riley’s not there],,,,,
Mom,,Mom: We're home! Riley? Riley! I'll call her cell.,,,,,
#N/A,,[the remaining emotions watch as Riley is walking to the bus station],,,,,
Fear,,"Fear: Oh, this is terrible. Wait, is that someone walking towards us? Let’s cross the street. [Riley gets a call from her mom] It’s Mom! She’s on to us!",,,,,
Disgust,,Disgust: What do we do?,,,,,
Fear,,Fear: Where’s my bag? [Fear finds his bag and starts breathing into it],,,,,
Anger,,Anger: Riley needs to get core memories. We keep going.,,,,,
#N/A,,[Riley ignores the call from her mom],,,,,
#N/A,,[Joy starts looking for Sadness],,,,,
Joy,,"Joy: Oh, everything is awful and my legs don’t work. And you have to drag me around while I touch all the… [Joy suddenly sees all the memory orbs Sadness has touched, leaving a trail so she starts following them]",,,,,
Disgust,,"Disgust: [as Riley is about to get in line to get onto the bus her mom calls her again] Oh, no. It’s Mom again. What do we do?",,,,,
#N/A,,[Riley turns off her phone],,,,,
Anger,,Anger: This is madness! She shouldn’t run away!,,,,,
Disgust,,Disgust: Let’s get this idea out of her head. [Disgust tries to pull the lightbulb out of its slot in the console],,,,,
#N/A,,[Joy finally finds Sadness],,,,,
Joy,,Joy: Sadness? Sadness!,,,,,
Sadness,,Sadness: Joy? [runs off],,,,,
Joy,,Joy: Wait! Sadness!,,,,,
Sadness,,Sadness: Just let me go! Riley is better off without me!,,,,,
Joy,,Joy: Come back! [Joy follows Sadness through Imagination Land],,,,,
#N/A,,[inside Imagination Land],,,,,
Mind Worker Cop Jake,,"Mind Worker Cop Jake: Okay, uh, you’re saying your husband was blown away by an elephant. Was he with anyone?",,,,,
Cloud,,Cloud: Yes! And there she is!,,,,,
#N/A,,[suddenly Joy bumps into her as she’s running after Sadness],,,,,
Mind Worker Cop Jake,,Mind Worker Cop Jake: Hey! Come back here!,,,,,
Mind Worker Cop,,Mind Worker Cop: Forget it Jake. It’s Cloud Town.,,,,,
#N/A,,[Sadness is on cloud crying as she’s flying away],,,,,
Joy,,Joy: Sadness!,,,,,
Sadness,,Sadness: I only make everything worse!,,,,,
Joy,,"Joy: Wait! Sadness, we gotta get you back to…",,,,,
#N/A,,[back at headquarters Anger is trying to pull the lightbulb out of the console],,,,,
Anger,,Anger: It’s stuck!,,,,,
Disgust,,"Disgust: Oh, great.",,,,,
Fear,,Fear: What? What do you mean it’s stuck?,,,,,
Disgust,,Disgust: Now what?,,,,,
Fear,,"Fear: No, no, no! What is this?",,,,,
#N/A,,[the console starts to black over],,,,,
Fear,,Fear: [as Riley gets onto the bus the console starts to slowly get destroyed] How do we stop it?,,,,,
Disgust,,"Disgust: I got it. Make her feel scared, that’ll make her change her mind.",,,,,
Fear,,Fear: Brilliant!,,,,,
Disgust,,Disgust: I know it’s brilliant. Do it!,,,,,
#N/A,,[Fear takes over the console],,,,,
Fear,,Fear: Nothings working! What? Why isn’t it working?,,,,,
Anger,,Anger: Let me try.,,,,,
Disgust,,Disgust: Wait! You broke it!,,,,,
Fear,,Fear: No!,,,,,
Disgust,,Disgust: Move. Move.,,,,,
Anger,,Anger: Let me do it. Get out of here!,,,,,
#N/A,,[they start shoving each other],,,,,
Fear,,"Fear: Guys, we can’t make Riley feel anything.",,,,,
Anger,,Anger: What have we done?,,,,,
#N/A,,[back in Imagination Land Joy runs over to Imaginary Boyfriend],,,,,
Joy,,"Joy: Hey! Hey, look at me. Did you mean what you said before.",,,,,
Imaginary Boyfriend #1,,Imaginary Boyfriend #1: I would die for Riley. I would die for Riley.,,,,,
Joy,,"Joy: Yeah, yeah. Okay, haircut. Time to prove it. [she shoves Imaginary Boyfriend into her bag then creates more monotonous imaginary boyfriends]",,,,,
Imaginary Boyfriend #2,,Imaginary Boyfriend #2: I would die for Riley.,,,,,
Imaginary Boyfriend #3,,Imaginary Boyfriend #3: I would die for Riley.,,,,,
Imaginary Boyfriend #4,,Imaginary Boyfriend #4: I would die for Riley.,,,,,
Imaginary Boyfriend #5,,Imaginary Boyfriend #5: I would die for Riley.,,,,,
#N/A,,[each one gets thrown off the conveyor belt and lands inside Joy’s bag],,,,,
#N/A,,[as Joy uses a balloon to blow Sadness on her cloud and in the process collapses the house of cars the mind workers were building],,,,,
Mind Worker,,Mind Worker: That’s it! I fold!,,,,,
#N/A,,[Joy then uses the imaginary boyfriends to climb on top of each other and she climbs right on top of them],,,,,
Joy,,"Joy: This is crazy. This is crazy. No, no, no. Joy, be positive. [she then looks at the trampoline remaining on Family Island] I am positive this is crazy! [she sees Sadness floating on her cloud up ahead] Now! [she uses the imaginary boyfriends to fling her herself onto the trampoline]",,,,,
Imaginary Boyfriends,,Imaginary Boyfriends: For Riley!,,,,,
#N/A,,[Joy then grabs hold of Sadness],,,,,
Sadness,,Sadness: Joy?,,,,,
Joy,,Joy: Hang on.,,,,,
Fear,,"Fear: Oh, I wished Joy was here.",,,,,
#N/A,,[suddenly Joy and Sadness crash against headquarters window and slide down but Sadness manages to stop them from falling],,,,,
Disgust,,Disgust: It’s Joy.,,,,,
Anger,,Anger: Stand back! [Anger throws a chair at the window but it just bounces off of it],,,,,
Disgust,,Disgust: That worked.,,,,,
Anger,,"Anger: Well, what would you do if you’re so smart?!",,,,,
Disgust,,"Disgust: I’d tell you, but you’re too dumb to understand.",,,,,
Anger,,Anger: What!,,,,,
Disgust,,"Disgust: Of course your tiny brain is confused. Guess I’ll just have to down it down to your level. Sorry I don’t speak more but as well as you, but let me try. Duh.",,,,,
#N/A,,[Anger blows his top in anger and as the fire erupts Disgust uses it to burn a hole through the window to rescue Joy and Sadness],,,,,
Fear,,"Fear: Oh, thank goodness you’re back.",,,,,
Disgust,,Disgust: Things are really messed up.,,,,,
Anger,,Anger: We-we-we found this idea.,,,,,
#N/A,,[Joy notices Riley sitting on the bus as it pulls away],,,,,
Disgust,,"Disgust: Joy, you got to fix this. Get up there.",,,,,
Joy,,"Joy: Sadness, it’s up to you.",,,,,
Sadness,,Sadness: Me?,,,,,
Anger,,Anger: Sadness?,,,,,
Fear and Disgust,,Fear and Disgust: Sadness?,,,,,
Sadness,,"Sadness: I can’t, Joy.",,,,,
Joy,,"Joy: Yes, you can. Riley, needs you.",,,,,
Sadness,,Sadness: Okay. [Sadness touches the lightbulb inside the console and is successful in removing the idea which fixes the console and allows Riley to feel her emotions again],,,,,
Riley,,Riley: Wait! Stop! I want to get off! [the bus driver stops the bus and Riley rushes out],,,,,
#N/A,,[back at home Riley’s parents are frantically calling around trying to find Riley],,,,,
Mom,,"Mom: Alright. Thank you, we will. [to dad] Her teacher hasn’t even seen Riley all day!",,,,,
Dad,,Dad: What?,,,,,
Mom,,Mom: What was she wearing last?,,,,,
Dad,,Dad: I can’t believe this.,,,,,
Mom,,Mom: Do you even remember what… [just then Riley enters through the front door and they rush over to her] Riley!,,,,,
Dad,,"Dad: Hey, there you are. Thank goodness.",,,,,
Mom,,"Mom: Oh, we were worried sick. Where have you been? It’s so late!",,,,,
#N/A,,"[Joy hands Sadness all of the core memories, causing them to become sad, then Sadness inserts them into the projector which causes Riley to think about them and make her cry in front of her parents.]",,,,,
Riley,,"Riley: I know you don’t want me to... but I miss home... I miss Minnesota.... You need me to be happy, but... I want my old friends and my hockey team... I want to go home.... Please don’t be mad.",,,,,
Mom,,"Mom: Oh, sweetie.",,,,,
Dad,,Dad: We’re not mad. You know what? I miss Minnesota too. I missed the woods that we took hikes.,,,,,
Mom,,Mom: And the backyard where you used to play.,,,,,
Dad,,"Dad: Spring lake, where you learned to skate. Come here.",,,,,
Riley,,"Riley: I'm sorry... I'm really, really sorry... I wanna go home... [cries]",,,,,
#N/A,,"[Riley’s parents embrace her as she cries, then Sadness beckons Joy over, the two simultaneously touch the console button causing Riley to create a memory in her parent’s arms which then creates a new core memory that’s a mixture of Sadness and Joy which then recreates a new Family Island]",,,,,
Fear,,"Fear: [as they look out from headquarters we see new islands have formed] Hey, I’m liking this new view.",,,,,
Anger,,Anger: Friendship Island has expanded. Glad they finally opened that friendly argument section.,,,,,
Sadness,,Sadness: I like Tragic Vampire Romance Island.,,,,,
Disgust,,Disgust: Fashion Island! Everyone shut up.,,,,,
Fear,,Fear: Boy Band Island? Hope that’s just a phase.,,,,,
Joy,,"Joy: Say what you want, I think it’s all beautiful. [after the mind workers have finished installing a new larger console]",,,,,
Fritz,,Fritz: Alright. Here you go. Your new expanded console is up and running.,,,,,
Joy,,Joy: Wow.,,,,,
Disgust,,Disgust: Cool. Upgrade.,,,,,
Joy,,Joy: Whoa. [when he accidentally touches a button on the console],,,,,
Fear,,"Fear: Whoops. Wait, did I just do that?",,,,,
Disgust,,"Disgust: Hey, guys, what’s “PUBERTY”. [she points to the button labelled on the console]",,,,,
Joy,,Joy: I don’t know. It’s probably not important.,,,,,
Anger,,Anger: [looking at the different button on the console] Whoa. I have access to the entire curse word library. This new console is the sh… [just then there’s a bleeping noise],,,,,
Fear,,"Fear: Sorry, I did it again. My bad.",,,,,
Disgust,,Disgust: They’re getting to the rink.,,,,,
#N/A,,[we see Riley and her parents are at an ice hockey game and Riley is getting ready to play with the team],,,,,
Dad,,"Dad: Now, when you get out there you be aggressive.",,,,,
Riley,,"Riley: I know, Dad.",,,,,
Mom,,Mom: But not too aggressive.,,,,,
Riley,,"Riley: You know, you guys don’t have to come to every game.",,,,,
Dad,,Dad: Are you kidding? I'm not missing one! Go Foghorns!,,,,,
Mom,,Mom: Go Riley!,,,,,
Dad,,Dad: Foghorns…,,,,,
Mom,,Mom: Foghorns are the best!,,,,,
Riley,,"Riley: Okay! Okay! I gotta go. [looking embarrassed, she turns to leave]",,,,,
#N/A,,[as they watch Riley with her parents],,,,,
Joy,,Joy: Aah.,,,,,
Fear,,Fear: They love us.,,,,,
Anger,,"Anger: Yeah, Mom and Dad are pretty cool.",,,,,
Disgust,,"Disgust: Guys, of course they are. But we can’t show it.",,,,,
#N/A,,[inside dad’s head it shows his emotions celebrating; referring to mom],,,,,
Dad’s Fear,,Dad’s Fear: She loves the face painting.,,,,,
Dad’s Anger,,Dad’s Anger: Told you it was a great idea. [inside mom’s head; referring to dad],,,,,
Mom’s Anger,,Mom’s Anger: Best idea he’s had in a while.,,,,,
Mom’s Sadness,,Mom’s Sadness: He’s a really good guy.,,,,,
#N/A,,"[all the emotions sigh, then Mom’s Anger throws the core memory orb containing the memory of the Brazilian helicopter pilot aside, but Mom’s Fear grabs it]",,,,,
Mom’s Fear,,Mom’s Fear: Just in case.,,,,,
#N/A,,"[as Riley is about to head to ice rink she bumps into a teenage boy and he drops his water bottle, Riley picks it up to hand it to him]",,,,,
Riley,,Riley: Sorry.,,,,,
#N/A,,"[the kid looks shocked, we go inside his head where all his emotions are in chaos panicking about speaking to a girl]",,,,,
Alarm,,Alarm: Girl! Girl! Girl! [as the boy just keeps on staring at Riley],,,,,
Riley,,Riley: Uh… Okay. Bye. [she places the water bottle under his arm and walks to the ice rink giving him one last look],,,,,
#N/A,,[as Riley is about to start playing hockey with her team],,,,,
Joy,,Joy: You ready?,,,,,
Sadness,,Sadness: Yeah.,,,,,
Joy,,"Joy: Alright. Let’s play some hockey! Alright, Anger. Take over.",,,,,
Anger,,Anger: Give us that puck or you’re dead meat!,,,,,
Fear,,Fear: On her left! On her left!,,,,,
Disgust,,Disgust: Let’s just try not to get all smelly this time.,,,,,
Sadness,,"Sadness: Oh, Mom and Dad are watching us fail.",,,,,
Anger,,Anger: Not for long! [last lines],,,,,
Joy,,"Joy: [voice-over] We’ve been through a lot lately, that’s for sure. But we still love our girl. She has great new friends, a great new house. Things couldn’t be better. After all, Riley is twelve now. What could happen?",,,,,
#N/A,,[mid-credits scene; we’re in Riley’s classroom with the teacher and the other kids],,,,,
Teacher,,Teacher: And who can tell me what year San Francisco was founded? Anyone? Jordan.,,,,,
Jordan,,Jordan: Uh…,,,,,
#N/A,,[we go inside the teacher’s head to see her emotions all looking fed up and bored],,,,,
Teacher’s Fear,,Teacher’s Fear: How much more of this?,,,,,
Teacher’s Sadness,,"Teacher’s Sadness: Five months, two weeks and four days until summer vacation.",,,,,
Teacher’s Joy,,Teacher’s Joy: Then it’s off to the Bahamas with you know who! [she brings up the core memory of the Brazilian helicopter pilot who Riley’s mom also had a memory of],,,,,
Helicopter Pilot,,"Helicopter Pilot: Come. Fly with me, criancinha.",,,,,
#N/A,,[the emotions sigh as they watch him] [next we see the girl working at the pizza place that Riley and her mom had gone to when they first came to San Francisco],,,,,
Pizza Girl,,Pizza Girl: Have a nice day. [we go insider her head to see her emotions],,,,,
Pizza Girl’s Disgust,,Pizza Girl’s Disgust: What are we mad about?,,,,,
Pizza Girl’s Anger,,Pizza Girl’s Anger: I don’t know. Whatever Troy’s mad about.,,,,,
Pizza Girl’s Disgust,,Pizza Girl’s Disgust: What’s Troy mad about?,,,,,
Pizza Girl’s Anger,,Pizza Girl’s Anger: I don’t know. I don’t know.,,,,,
#N/A,,[the other emotions grunt in agreement],,,,,
#N/A,,[next we see the cool girl in Riley’s class],,,,,
Cool Girl,,"Cool Girl: I know, totally.",,,,,
#N/A,,[we then go inside her head to see her emotions],,,,,
Cool Girl’s Fear,,Cool Girl’s Fear: We’re a total fraud! Do you think they can see through us?,,,,,
Cool Girl’s Anger,,Cool Girl’s Anger: Of course not! We’re wearing eye shadow.,,,,,
Cool Girl’s Sadness,,Cool Girl’s Sadness: Being cool is so exhausting.,,,,,
#N/A,,[next we see a clown at a kid’s birthday party],,,,,
Clown,,Clown: Who’s the birthday girl? Huh? Hey! Hello?,,,,,
#N/A,,[we go inside the clown’s head to see his emotions],,,,,
Clown’s Joy,,Clown’s Joy: Six years of drama school for this.,,,,,
Bus Driver’s Fear,,Bus Driver’s Fear: What?,,,,,
Bus Driver’s Joy,,Bus Driver’s Joy: Let’s move.,,,,,
Bus Driver’s Anger,,"Bus Driver’s Anger: Look, this is okay. This is fine. We just need to go to our happy place.",,,,,
#N/A,,[as he brings down a core memory suddenly Trident Gum’s annoying commercial song starts playing in his head which makes all the emotions heads fire up in anger],,,,,
#N/A,,[next we go inside a dog’s head as he smells the pizza a guy is eating as he walks past him],,,,,
Dog’s Joy,,Dog’s Joy: [subtitled] I smell food.,,,,,
Dog’s Disgust,,Dog’s Disgust: [subtitled] The man has food.,,,,,
Dog’s Fear,,Dog’s Fear: [subtitled] Get the food.,,,,,
#N/A,,[we see the dog chasing after the man now],,,,,
#N/A,,[last mid-credit scene; we see the emotions inside a cat’s head which show the emotions all doing their own thing then Cat’s Fear jumps onto the console touches a button which sets off the cat to jump up in fear and rush away],,,,,
#N/A,,[End of Inside Out],,,,,
